dir,workDir,nrg,dnrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol,sxx,syy,szz,sxy,syz,szx
/gpfs/scratch/vkb5066/ortho/elas/x0750/7/p0.002,p0.002,-63.35455256,-.00000079,12,226,6.44079017416947991265,6.72295597844631673898,7.87927755488756042970,89.78355683143090855802,89.92255997600297241861,89.96200897006161708205,341.17894737009038314432,-0.98259,1.93966,0.95901,-0.03643,-0.02412,0.01301
/gpfs/scratch/vkb5066/ortho/elas/x0750/8/n0.001,n0.001,-63.35505644,-.00000072,12,226,6.42149996544871156976,6.73642207225051338481,7.88714896000911020327,89.78355528457719470293,89.92255453451431568320,89.96200840799865133699,341.17894737283746422424,1.53410,0.65644,0.17189,-0.01967,-0.03072,0.00175
/gpfs/scratch/vkb5066/ortho/elas/x0750/8/n0.002,n0.002,-63.35461244,-.00000063,14,226,6.41507845938373382965,6.73642883167358689717,7.89503608924368192211,89.78355697602024901206,89.92255145563599109883,89.96200800289064144086,341.17894737230797595069,2.35606,0.54060,-0.43694,-0.01144,-0.02825,-0.00196
/gpfs/scratch/vkb5066/ortho/elas/x0750/8/p0.001,p0.001,-63.35501238,-.00000094,12,226,6.43435580762104668961,6.73642202650172263080,7.87139049179948489923,89.78355124819830017303,89.92255976257478659022,89.96200910027531450074,341.17894737270705167718,-0.11718,0.88627,1.39387,-0.02659,-0.02911,0.01699
/gpfs/scratch/vkb5066/ortho/elas/x0750/8/p0.002,p0.002,-63.35453282,-.00000041,16,226,6.44079016952838752712,6.73642874017597239519,7.86351912132475041745,89.78354890152344655336,89.92256191088984419048,89.96200938860269705391,341.17894737747739116219,-0.94552,0.99102,2.00604,-0.02943,-0.02560,0.02233
/gpfs/scratch/vkb5066/ortho/elas/x0750/9/n0.001,n0.001,-63.35508457,-.00000061,11,226,6.42792788885785276821,6.72968567539446465890,7.88714893488393446158,89.78355690364690707291,89.92255606679715881314,89.96200865846112822577,341.17894737610432493353,0.68540,1.24249,0.25868,-0.02505,-0.02733,0.00420
/gpfs/scratch/vkb5066/ortho/elas/x0750/9/n0.002,n0.002,-63.35476754,-.00000080,15,226,6.42793431909282348949,6.72295602433266150843,7.89503603906859294516,89.78355956583328420430,89.92255475406227506988,89.96200850410719421687,341.17894736967684445559,0.67129,1.70781,-0.26354,-0.02638,-0.02375,-0.00028
/gpfs/scratch/vkb5066/ortho/elas/x0750/9/p0.001,p0.001,-63.35507228,-.00000090,15,226,6.42792788420282318522,6.74315842352856891883,7.87139051700014903712,89.78354898166181841156,89.92255846382791290034,89.96200885002324144079,341.17894737450639074449,0.73678,0.29791,1.29367,-0.01868,-0.02920,0.01412
/gpfs/scratch/vkb5066/ortho/elas/x0750/9/p0.002,p0.002,-63.35474441,-.00000164,16,226,6.42793430978279981837,6.74990154770025137858,7.86351917180198521659,89.78354372109786911309,89.92255954661610218087,89.96200888843044124561,341.17894737503539155305,0.73351,-0.18098,1.82867,-0.01289,-0.03170,0.02078
/gpfs/scratch/vkb5066/ortho/elas/x0875/1/n0.001,n0.001,-64.12708579,-.00000043,17,226,6.38167998294530440890,6.69427511914361952490,7.82174881365694862474,89.99995077512874530788,89.99955937845517092325,89.95720465760230552516,334.15065937635414894655,2.17190,1.35447,1.45385,0.02683,0.00009,-0.00173
/gpfs/scratch/vkb5066/ortho/elas/x0875/1/n0.002,n0.002,-64.12645468,-.00000051,19,226,6.37529191582170197552,6.69427511826400394492,7.82174881365372168705,89.99995077597248628006,89.99956119122867056146,89.95720329054183820714,333.81617423052729094578,3.44116,1.75952,1.88157,0.02828,0.00006,-0.00176
/gpfs/scratch/vkb5066/ortho/elas/x0875/1/p0.001,p0.001,-64.12757087,-.00000036,17,226,6.39445611709536321563,6.69427512090552975980,7.82174881366341016193,89.99995077343905249399,89.99955575752523411820,89.95720725809043539487,334.81962966276971346454,-0.34308,0.54667,0.62611,0.02035,-0.00006,-0.00171
/gpfs/scratch/vkb5066/ortho/elas/x0875/1/p0.002,p0.002,-64.12742750,-.00000082,20,226,6.40084418422181548188,6.69427512178778813828,7.82174881366664679400,89.99995077259283857600,89.99955394862848743445,89.95720849263935949636,335.15411480859657146531,-1.58940,0.14900,0.21811,0.01594,-0.00003,-0.00167
/gpfs/scratch/vkb5066/ortho/elas/x0875/2/n0.001,n0.001,-64.12713178,-.00000050,14,226,6.38806804902121901963,6.68758084576548137910,7.82174881365948824657,89.99994957298417706957,89.99955756729597338742,89.95720725952549349794,334.15065937138292769773,1.32744,1.92856,1.54845,0.02090,0.00010,-0.00169
/gpfs/scratch/vkb5066/ortho/elas/x0875/2/n0.002,n0.002,-64.12656897,-.00000007,25,226,6.38806804807348982556,6.68088657160773132578,7.82174881365880041994,89.99994837035400162796,89.99955756688199110444,89.95720849789416638237,333.81617423081952252810,1.72527,2.92512,2.06759,0.01803,0.00002,-0.00175
/gpfs/scratch/vkb5066/ortho/elas/x0875/2/p0.001,p0.001,-64.12761072,-.00000117,13,226,6.38806805091944777263,6.70096939428363242113,7.82174881366086596621,89.99995197425889909466,89.99955756812514201547,89.95720465962335115848,334.81962966250671396264,0.53260,-0.03720,0.52961,0.02705,0.00007,-0.00170
/gpfs/scratch/vkb5066/ortho/elas/x0875/2/p0.002,p0.002,-64.12755071,-.00000030,20,226,6.38806805187002442324,6.70766366854402812534,7.82174881366155585922,89.99995317291118557443,89.99955756854036002279,89.95720329654515075761,335.15411480806671012634,0.11928,-1.01742,0.03381,0.02852,-0.00001,-0.00173
/gpfs/scratch/vkb5066/ortho/elas/x0875/3/n0.001,n0.001,-64.12708371,-.00000032,18,226,6.38806804996904756835,6.69427512002322145183,7.81392706486213930089,89.99995197458295814488,89.99955575639320467412,89.95720598034437321311,334.15065937292824891763,1.33907,1.45952,2.06579,0.02425,0.00001,-0.00169
/gpfs/scratch/vkb5066/ortho/elas/x0875/3/n0.002,n0.002,-64.12649598,-.00000047,21,226,6.38806804996823710246,6.69427512002232777293,7.80610531596410487195,89.99995317595922477929,89.99955394274029237055,89.95720598032944856438,333.81617422463528871602,1.75753,1.96630,3.10391,0.03007,0.00005,-0.00166
/gpfs/scratch/vkb5066/ortho/elas/x0875/3/p0.001,p0.001,-64.12762599,-.00000056,16,226,6.38806804997067093465,6.69427512002501149434,7.82957056245821824345,89.99994957506063446751,89.99955937669876232481,89.95720598037426692458,334.81962966096140201572,0.50247,0.43133,0.01932,0.02287,0.00010,-0.00169
/gpfs/scratch/vkb5066/ortho/elas/x0875/3/p0.002,p0.002,-64.12757330,-.00000032,19,226,6.38806804997148383507,6.69427512002590785795,7.83739231125626443353,89.99994837690812013719,89.99956118336537241785,89.95720598038923637005,335.15411480497801491371,0.09026,-0.06707,-1.00919,0.02081,0.00018,-0.00176
/gpfs/scratch/vkb5066/ortho/elas/x0875/4/n0.001,n0.001,-64.12736837,-.00000048,17,226,6.38807017942599557836,6.69428054375196912467,7.82175547854211608008,89.88560965451356428203,89.99960173805808942917,89.95720468694215002772,334.48514451584583022379,0.91645,0.94845,1.03930,0.02376,0.49640,0.00310
/gpfs/scratch/vkb5066/ortho/elas/x0875/4/n0.002,n0.002,-64.12705087,-.00000063,22,226,6.38807656758342300910,6.69429712465848089009,7.82177517977706131728,89.77101827336609350456,89.99964591144547467498,89.95720339272233246884,334.48514451783873394252,0.91808,0.94763,1.03471,0.02294,0.99628,0.00535
/gpfs/scratch/vkb5066/ortho/elas/x0875/4/p0.001,p0.001,-64.12736829,-.00000050,17,226,6.38807017931497270567,6.69428085347139402108,7.82175518492776267705,89.88535916477294873194,89.99951339805222420761,89.95720727130047381663,334.48514452048265332277,0.91672,0.94854,1.03988,0.02385,-0.49670,-0.00652
/gpfs/scratch/vkb5066/ortho/elas/x0875/4/p0.002,p0.002,-64.12705128,-.00000047,21,226,6.38807656736133642061,6.69429774399680099719,7.82177459254903527020,89.77076778439164818967,89.99946922999388874627,89.95720856232623009889,334.48514452210602048429,0.90948,0.94762,1.03717,0.02154,-1.00243,-0.00883
/gpfs/scratch/vkb5066/ortho/elas/x0875/5/n0.001,n0.001,-64.12736554,-.00000054,16,226,6.38807351741883681024,6.69427735136854111735,7.82175501375254470015,89.99999234310947786477,89.88600286257310695698,89.95720730678024371970,334.48514451413051300955,0.91967,0.94613,1.04181,0.02075,0.00617,0.46855
/gpfs/scratch/vkb5066/ortho/elas/x0875/5/n0.002,n0.002,-64.12707150,-.00000065,19,226,6.38808963163878534637,6.69428404561417052399,7.82177425019890459545,90.00003391138828353986,89.77141147920252057830,89.95720863327788818840,334.48514451439876615652,0.91341,0.95156,1.03276,0.02333,0.00969,0.93938
/gpfs/scratch/vkb5066/ortho/elas/x0875/5/p0.001,p0.001,-64.12736329,-.00000144,12,226,6.38807322938880194022,6.69427735148089530382,7.82175564971722549020,89.99990920434434553369,89.88496595932577838502,89.95720465491864903975,334.48514451720690325972,0.92295,0.93607,1.03949,0.02325,-0.00317,-0.47041
/gpfs/scratch/vkb5066/ortho/elas/x0875/5/p0.002,p0.002,-64.12706961,-.00000064,19,226,6.38808905547918026289,6.69428404583880869056,7.82177552212695944669,89.99986763247796023675,89.77037458281388307710,89.95720333127598710353,334.48514451531472761077,0.91251,0.95053,1.03420,0.02272,-0.00909,-0.94394
/gpfs/scratch/vkb5066/ortho/elas/x0875/6/n0.001,n0.001,-64.12736457,-.00000052,14,226,6.38806844876952718743,6.69427584171787718553,7.82175142086316412362,89.99995310372799407401,89.99955649135242879548,89.92835438788733080249,334.48514451979684435113,0.92805,0.94000,1.03874,0.47193,0.00008,-0.00173
/gpfs/scratch/vkb5066/ortho/elas/x0875/6/n0.002,n0.002,-64.12707087,-.00000054,17,226,6.38807949424731779856,6.69428772059703140593,7.82175924266615687229,89.99995543432565197018,89.99955541369656218984,89.81376277511966870444,334.48514452100423274766,0.92541,0.93150,1.05148,0.91951,0.00001,-0.00177
/gpfs/scratch/vkb5066/ortho/elas/x0875/6/p0.001,p0.001,-64.12737535,-.00000034,18,226,6.38807829803526664716,6.69428555550290951175,7.82175142085719681614,89.99994844685956912945,89.99955864113764790332,89.84261448014082086936,334.48514451653164330256,0.91911,0.94697,1.03386,-0.42009,-0.00008,-0.00168
/gpfs/scratch/vkb5066/ortho/elas/x0875/6/p0.002,p0.002,-64.12710511,-.00000070,16,226,6.38809919295926784642,6.69430714804768981811,7.82175924265421928443,89.99994611987555372286,89.99955971399140335097,89.72802338076661962649,334.48514451893856935775,0.90976,0.94616,1.03417,-0.87619,-0.00021,-0.00165
/gpfs/scratch/vkb5066/ortho/elas/x0875/7/n0.001,n0.001,-64.12731912,-.00000072,15,226,6.38168211109599336259,6.70097162710415873129,7.82175142085763801586,89.99995197587615934740,89.99955937904286573512,89.95720329426376321155,334.48514452036656308126,1.76786,0.37156,0.94593,0.02827,0.00004,-0.00174
/gpfs/scratch/vkb5066/ortho/elas/x0875/7/n0.002,n0.002,-64.12687467,-.00000119,22,226,6.37530041812627783823,6.70767261038800152146,7.82175924265510277486,89.99995317463748991758,89.99956119218074881298,89.95720043631220554483,334.48514452119609067846,2.63656,-0.22484,0.85430,0.03359,-0.00000,-0.00177
/gpfs/scratch/vkb5066/ortho/elas/x0875/7/p0.001,p0.001,-64.12732002,-.00000048,18,226,6.39445824764782148187,6.68758307584792048534,7.82175142086272292688,89.99994957217987702641,89.99955575655215116402,89.95720849465472983298,334.48514451596191942173,0.05340,1.53410,1.13436,0.01846,-0.00004,-0.00170
/gpfs/scratch/vkb5066/ortho/elas/x0875/7/p0.002,p0.002,-64.12685947,-.00000066,15,226,6.40085271682987018030,6.68089548117554930013,7.82175924266527244148,89.99994836870346970629,89.99955394792825018929,89.95721083801628669909,334.48514451873852838960,-0.80649,2.12425,1.22752,0.01065,-0.00020,-0.00163
/gpfs/scratch/vkb5066/ortho/elas/x0875/8/n0.001,n0.001,-64.12734316,-.00000108,16,226,6.38168211014626680610,6.69427735054465813503,7.82957317225499277946,89.99994957594621575641,89.99956118709858684264,89.95720465787787503257,334.48514451509090744578,1.74656,0.84174,0.43429,0.02526,0.00003,-0.00176
/gpfs/scratch/vkb5066/ortho/elas/x0875/8/n0.002,n0.002,-64.12692998,-.00000095,18,226,6.37530041622397125001,6.69428404396636940582,7.83740276114982412874,89.99994837863758706909,89.99956480494162587606,89.95720329068927782294,334.48514451748053727072,2.59289,0.73494,-0.17797,0.02183,-0.00008,-0.00180
/gpfs/scratch/vkb5066/ortho/elas/x0875/8/p0.001,p0.001,-64.12727791,-.00000116,19,226,6.39445824859470314148,6.69427735230477832115,7.81392966946537701898,89.99995197377777419325,89.99955394512790796004,89.95720725834973726227,334.48514451624651077771,0.07813,1.04242,1.66133,0.02009,0.00001,-0.00165
